Configuration Report for Ex_OntEthSvc generated on Wed Sep 12 11:10:28 CDT 2018
 REGION , NETWORK , DESCR , TAG-ACTION , BW-PROF , OUT-TAG , IN-TAG , MCAST-PROF , ID , PON-COS , US-CIR-OVERRIDE , US-PIR-OVERRIDE , DS-PIR-OVERRIDE , DS-CIR-OVERRIDE , HOT-SWAP , ONT , IGMP-SNOOP , DHCP-SNOOP , MAC-FORCE-FORW , IP-SRC-VERIFY , MULTICAST-FILTERING ,
Renshaw, , ,3(@AE Data),53(@HSI-LITE-AE),516, , ,GE-1-1, , , , , , ,647602,N,Y,N,N,Y,
Equality, , ,3(@AE Data),44(@HSI-B-Pro-AE),1301, , ,GE-1-1, , , , , , ,CXNK0008E400,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),53(@HSI-LITE-AE),203, , ,GE-1-1, , , , , , ,336959,N,Y,N,N,Y,
Eddyville, , ,3(@AE Data),55(@HSI-R-Pro-AE),243, , ,GE-1-1, , , , , , ,915719,N,Y,N,N,Y,
Renshaw, , ,3(@AE Data),53(@HSI-LITE-AE),143, , ,GE-1-1, , , , , , ,234217,N,Y,N,N,Y,
Elizabethtown, , ,3(@AE Data),53(@HSI-LITE-AE),1407, , ,GE-1-1, , , , , , ,505161,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),53(@HSI-LITE-AE),440, , ,GE-1-1, , , , , , ,795580,N,Y,N,N,Y,
Rosiclare, , ,3(@AE Data),46(@HSI-B-Turbo-AE),2220, , ,GE-1-1, , , , , , ,453539,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),1028, , ,GE-1-1, , , , , , ,CXNK000791FF,N,Y,Y,Y,Y,
Cave In Rock, , ,3(@AE Data),44(@HSI-B-Pro-AE),236, , ,GE-1-1, , , , , , ,535872,N,Y,N,N,Y,
Golconda, , ,3(@AE Data),44(@HSI-B-Pro-AE),143, , ,GE-1-1, , , , , , ,CXNK00079173,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),55(@HSI-R-Pro-AE),318, , ,GE-1-1, , , , , , ,926635,N,Y,N,N,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),1005, , ,GE-1-1, , , , , , ,202315,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),55(@HSI-R-Pro-AE),437, , ,GE-1-1, , , , , , ,CXNK00078E04,N,Y,N,N,Y,
Renshaw, , ,3(@AE Data),53(@HSI-LITE-AE),409, , ,GE-1-1, , , , , , ,675686,N,Y,N,N,Y,
Renshaw, , ,3(@AE Data),53(@HSI-LITE-AE),402, , ,GE-1-1, , , , , , ,323260,N,Y,N,N,Y,
Renshaw, , ,3(@AE Data),53(@HSI-LITE-AE),139, , ,GE-1-1, , , , , , ,351593,N,Y,N,N,Y,
Golconda, , ,3(@AE Data),53(@HSI-LITE-AE),145, , ,GE-1-1, , , , , , ,140462,N,Y,N,N,Y,
Renshaw, , ,3(@AE Data),46(@HSI-B-Turbo-AE),435, , ,GE-1-1, , , , , , ,852157,N,Y,N,N,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),1518, , ,GE-1-1, , , , , , ,CXNK0008DE6A,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),55(@HSI-R-Pro-AE),924, , ,GE-1-1, , , , , , ,939369,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),42(@HSI-B-Extreme-AE),147, , ,GE-1-1, , , , , , ,CXNK000794DB,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),309, , ,GE-1-1, , , , , , ,513555,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),1309, , ,GE-1-1, , , , , , ,224070,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),502, , ,GE-1-1, , , , , , ,630659,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),2104, , ,GE-1-1, , , , , , ,891180,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),55(@HSI-R-Pro-AE),205, , ,GE-1-1, , , , , , ,761850,N,Y,Y,Y,Y,
Rosiclare, , ,14(@RSCL Water Dept - TLS),3(@AE TLS 10/10), , , ,GE-2-1, , , , , , ,123654,N,N,N,N,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),1723, , ,GE-1-1, , , , , , ,CXNK00079850,N,Y,N,N,Y,
Equality, , ,3(@AE Data),37(@HSI-R-Extreme-AE),817, , ,GE-1-1, , , , , , ,CXNK0008DD91,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),219, , ,GE-1-1, , , , , , ,709942,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),1005, , ,GE-1-1, , , , , , ,454640,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),53(@HSI-LITE-AE),140, , ,GE-1-1, , , , , , ,174115,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),53(@HSI-LITE-AE),114, , ,GE-1-1, , , , , , ,508414,N,Y,N,N,Y,
Eddyville, , ,3(@AE Data),57(@HSI-R-Turbo-AE),812, , ,GE-1-1, , , , , , ,540815,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),44(@HSI-B-Pro-AE),429, , ,GE-1-1, , , , , , ,511608,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),55(@HSI-R-Pro-AE),319, , ,GE-1-1, , , , , , ,905784,N,Y,N,N,Y,
Leamington, , ,3(@AE Data),53(@HSI-LITE-AE),143, , ,GE-1-1, , , , , , ,175053,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),10(@AE Data 10/100),107, , ,GE-1-1, , , , , , ,CXNK0008EB26,N,Y,Y,Y,Y,
Leamington, , ,3(@AE Data),53(@HSI-LITE-AE),126, , ,GE-1-1, , , , , , ,785491,N,Y,Y,Y,Y,
Leamington, , ,3(@AE Data),53(@HSI-LITE-AE),135, , ,GE-1-1, , , , , , ,628725,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),508, , ,GE-1-1, , , , , , ,519502,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),227, , ,GE-1-1, , , , , , ,CXNK00079293,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),2316, , ,GE-1-1, , , , , , ,871466,N,Y,Y,Y,Y,
Cave In Rock, , ,3(@AE Data),55(@HSI-R-Pro-AE),203, , ,GE-1-1, , , , , , ,CXNK00078E56,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),53(@HSI-LITE-AE),346, , ,GE-1-1, , , , , , ,611502,N,Y,N,N,Y,
Cave In Rock, , ,3(@AE Data),55(@HSI-R-Pro-AE),347, , ,GE-1-1, , , , , , ,343826,N,Y,N,N,Y,
Rosiclare, , ,3(@AE Data),44(@HSI-B-Pro-AE),521, , ,GE-1-1, , , , , , ,896509,N,Y,N,N,Y,
Elizabethtown, , ,3(@AE Data),53(@HSI-LITE-AE),103, , ,GE-1-1, , , , , , ,225895,N,Y,N,N,Y,
Rosiclare, , ,14(@RSCL Water Dept - TLS),3(@AE TLS 10/10), , , ,GE-2-1, , , , , , ,896509,N,N,N,N,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),1310, , ,GE-1-1, , , , , , ,776993,N,Y,N,N,Y,
Cave In Rock, , ,3(@AE Data),55(@HSI-R-Pro-AE),330, , ,GE-1-1, , , , , , ,CXNK000794BC,N,Y,N,N,Y,
Cave In Rock, , ,3(@AE Data),55(@HSI-R-Pro-AE),330, , ,GE-1-1, , , , , , ,817565,N,Y,N,N,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),2613, , ,GE-1-1, , , , , , ,970872,N,Y,N,N,Y,
Renshaw, , ,3(@AE Data),55(@HSI-R-Pro-AE),337, , ,GE-1-1, , , , , , ,819594,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),55(@HSI-R-Pro-AE),802, , ,GE-1-1, , , , , , ,520850,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),402, , ,GE-1-1, , , , , , ,CXNK000A4E27,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),53(@HSI-LITE-AE),1208, , ,GE-1-1, , , , , , ,CXNK000798D6,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),1903, , ,GE-1-1, , , , , , ,142318,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),53(@HSI-LITE-AE),140, , ,GE-1-1, , , , , , ,CXNK0006A23A,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),53(@HSI-LITE-AE),105, , ,GE-1-1, , , , , , ,596821,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),1512, , ,GE-1-1, , , , , , ,892614,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),2107, , ,GE-1-1, , , , , , ,CXNK000F1F30,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),2519, , ,GE-1-1, , , , , , ,599569,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),44(@HSI-B-Pro-AE),330, , ,GE-1-1, , , , , , ,127922,N,Y,Y,Y,Y,
Cave In Rock, , ,3(@AE Data),53(@HSI-LITE-AE),308, , ,GE-1-1, , , , , , ,142567,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),2106, , ,GE-1-1, , , , , , ,161997,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),511, , ,GE-1-1, , , , , , ,844093,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),1504, , ,GE-1-1, , , , , , ,417742,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),44(@HSI-B-Pro-AE),1040, , ,GE-1-1, , , , , , ,CXNK00079359,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),53(@HSI-LITE-AE),304, , ,GE-1-1, , , , , , ,721064,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),506, , ,GE-1-1, , , , , , ,108390,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),55(@HSI-R-Pro-AE),413, , ,GE-1-1, , , , , , ,151864,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),44(@HSI-B-Pro-AE),1701, , ,GE-1-1, , , , , , ,CXNK0008DE04,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),1822, , ,GE-1-1, , , , , , ,795739,N,Y,Y,Y,Y,
Cave In Rock, , ,3(@AE Data),46(@HSI-B-Turbo-AE),234, , ,GE-1-1, , , , , , ,CXNK00078E3A,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),57(@HSI-R-Turbo-AE),344, , ,GE-1-1, , , , , , ,543032,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),44(@HSI-B-Pro-AE),1102, , ,GE-1-1, , , , , , ,663690,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),411, , ,GE-1-1, , , , , , ,965200,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),57(@HSI-R-Turbo-AE),213, , ,GE-1-1, , , , , , ,105200,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),37(@HSI-R-Extreme-AE),2608, , ,GE-1-1, , , , , , ,442728,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),1820, , ,GE-1-1, , , , , , ,836324,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),57(@HSI-R-Turbo-AE),1815, , ,GE-1-1, , , , , , ,341231,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),57(@HSI-R-Turbo-AE),631, , ,GE-1-1, , , , , , ,953733,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),53(@HSI-LITE-AE),1222, , ,GE-1-1, , , , , , ,359238,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),55(@HSI-R-Pro-AE),433, , ,GE-1-1, , , , , , ,CXNK00079439,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),44(@HSI-B-Pro-AE),1011, , ,GE-1-1, , , , , , ,799713,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),53(@HSI-LITE-AE),402, , ,GE-1-1, , , , , , ,414168,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),57(@HSI-R-Turbo-AE),1119, , ,GE-1-1, , , , , , ,CXNK00079895,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),1811, , ,GE-1-1, , , , , , ,690874,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),55(@HSI-R-Pro-AE),547, , ,GE-1-1, , , , , , ,523309,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),57(@HSI-R-Turbo-AE),819, , ,GE-1-1, , , , , , ,593992,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),37(@HSI-R-Extreme-AE),2127, , ,GE-1-1, , , , , , ,210159,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),57(@HSI-R-Turbo-AE),833, , ,GE-1-1, , , , , , ,176751,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),1010, , ,GE-1-1, , , , , , ,CXNK0007933F,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),1312, , ,GE-1-1, , , , , , ,826579,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),1508, , ,GE-1-1, , , , , , ,245317,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),55(@HSI-R-Pro-AE),407, , ,GE-1-1, , , , , , ,230832,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),8(@AE Data 2/20),2417, , ,GE-4-4, , , , , , ,CXNK000933E4,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),55(@HSI-R-Pro-AE),433, , ,GE-1-1, , , , , , ,536744,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),55(@HSI-R-Pro-AE),237, , ,GE-1-1, , , , , , ,580315,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),1012, , ,GE-1-1, , , , , , ,283243,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),2105, , ,GE-1-1, , , , , , ,CXNK000F1B07,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),55(@HSI-R-Pro-AE),113, , ,GE-1-1, , , , , , ,567463,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),55(@HSI-R-Pro-AE),535, , ,GE-1-1, , , , , , ,270784,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),55(@HSI-R-Pro-AE),706, , ,GE-1-1, , , , , , ,490210,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),42(@HSI-B-Extreme-AE),2718, , ,GE-2-2, , , , , , ,CXNK000933E4,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),2618, , ,GE-1-1, , , , , , ,341503,N,Y,Y,Y,Y,
Cave In Rock, , ,3(@AE Data),44(@HSI-B-Pro-AE),524, , ,GE-1-1, , , , , , ,912617,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),1813, , ,GE-1-1, , , , , , ,292836,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),1523, , ,GE-1-1, , , , , , ,463804,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),55(@HSI-R-Pro-AE),1022, , ,GE-1-1, , , , , , ,222820,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),1612, , ,GE-1-1, , , , , , ,679706,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),55(@HSI-R-Pro-AE),829, , ,GE-1-1, , , , , , ,940461,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),53(@HSI-LITE-AE),634, , ,GE-1-1, , , , , , ,487688,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),55(@HSI-R-Pro-AE),213, , ,GE-1-1, , , , , , ,878354,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),1816, , ,GE-1-1, , , , , , ,CXNK000F1B63,N,Y,Y,Y,Y,
Cave In Rock, , ,3(@AE Data),55(@HSI-R-Pro-AE),106, , ,GE-1-1, , , , , , ,CXNK00079206,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),515, , ,GE-1-1, , , , , , ,727329,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),53(@HSI-LITE-AE),448, , ,GE-1-1, , , , , , ,418962,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),232, , ,GE-1-1, , , , , , ,448789,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),57(@HSI-R-Turbo-AE),2106, , ,GE-1-1, , , , , , ,877298,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),1408, , ,GE-1-1, , , , , , ,431415,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),55(@HSI-R-Pro-AE),232, , ,GE-1-1, , , , , , ,457753,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),57(@HSI-R-Turbo-AE),1602, , ,GE-1-1, , , , , , ,845802,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),55(@HSI-R-Pro-AE),701, , ,GE-1-1, , , , , , ,364860,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),57(@HSI-R-Turbo-AE),325, , ,GE-1-1, , , , , , ,762161,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),337, , ,GE-1-1, , , , , , ,532851,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),44(@HSI-B-Pro-AE),128, , ,GE-1-1, , , , , , ,980305,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),37(@HSI-R-Extreme-AE),1615, , ,GE-1-1, , , , , , ,251339,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),8(@AE Data 2/20),1213, , ,GE-1-1, , , , , , ,232323,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),1003, , ,GE-1-1, , , , , , ,822509,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),1814, , ,GE-1-1, , , , , , ,660127,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),37(@HSI-R-Extreme-AE),304, , ,GE-1-1, , , , , , ,112776,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),1818, , ,GE-1-1, , , , , , ,452243,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),46(@HSI-B-Turbo-AE),610, , ,GE-1-1, , , , , , ,628250,N,N,N,N,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),115, , ,GE-1-1, , , , , , ,116127,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),1823, , ,GE-1-1, , , , , , ,961975,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),2303, , ,GE-1-1, , , , , , ,332349,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),55(@HSI-R-Pro-AE),101, , ,GE-1-1, , , , , , ,576223,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),744, , ,GE-1-1, , , , , , ,CXNK00079328,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),740, , ,GE-1-1, , , , , , ,297344,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),536, , ,GE-1-1, , , , , , ,470369,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),44(@HSI-B-Pro-AE),1321, , ,GE-1-1, , , , , , ,CXNK00079849,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),1601, , ,GE-1-1, , , , , , ,526149,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),840, , ,GE-1-1, , , , , , ,953351,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),1723, , ,GE-1-1, , , , , , ,750331,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),55(@HSI-R-Pro-AE),513, , ,GE-1-1, , , , , , ,808289,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),53(@HSI-LITE-AE),408, , ,GE-1-1, , , , , , ,405542,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),55(@HSI-R-Pro-AE),307, , ,GE-1-1, , , , , , ,516927,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),1814, , ,GE-1-1, , , , , , ,329245,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),55(@HSI-R-Pro-AE),732, , ,GE-1-1, , , , , , ,945357,N,Y,Y,Y,Y,
Elizabethtown, , ,22(@HCS_503),12(@HSI-SUPS&L), , , ,GE-1-1, , , , , , ,630844,N,N,N,N,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),1413, , ,GE-1-1, , , , , , ,752390,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),57(@HSI-R-Turbo-AE),408, , ,GE-1-1, , , , , , ,CXNK0008DDA1,N,Y,Y,Y,Y,
Cave In Rock, , ,3(@AE Data),55(@HSI-R-Pro-AE),523, , ,GE-1-1, , , , , , ,789745,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),57(@HSI-R-Turbo-AE),836, , ,GE-1-1, , , , , , ,458342,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),112, , ,GE-1-1, , , , , , ,927223,N,Y,Y,Y,Y,
Equality, , ,33(@VLAN 4),36(@AE TLS 100/100), , , ,GE-1-4, , , , , , ,CXNK00092D21,N,N,N,N,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),909, , ,GE-1-1, , , , , , ,675203,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),57(@HSI-R-Turbo-AE),835, , ,GE-1-1, , , , , , ,612545,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),328, , ,GE-1-1, , , , , , ,667335,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),323, , ,GE-1-1, , , , , , ,936191,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),53(@HSI-LITE-AE),333, , ,GE-1-1, , , , , , ,762158,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),57(@HSI-R-Turbo-AE),230, , ,GE-1-1, , , , , , ,928669,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),707, , ,GE-1-1, , , , , , ,CXNK000791E2,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),55(@HSI-R-Pro-AE),615, , ,GE-1-1, , , , , , ,CXNK0008EB1E,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),55(@HSI-R-Pro-AE),907, , ,GE-1-1, , , , , , ,785010,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),55(@HSI-R-Pro-AE),1611, , ,GE-1-1, , , , , , ,130604,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),2021, , ,GE-1-1, , , , , , ,738499,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),37(@HSI-R-Extreme-AE),111, , ,GE-1-1, , , , , , ,CXNK00079473,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),44(@HSI-B-Pro-AE),914, , ,GE-1-1, , , , , , ,319243,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),55(@HSI-R-Pro-AE),417, , ,GE-1-1, , , , , , ,371083,N,Y,Y,Y,Y,
Equality, , ,23(@TLS),7(@AE Test 100M/100M),16, , ,GE-1-1, , , , , , ,CXNK0006C8C8,N,N,N,N,Y,
Simpson, , ,3(@AE Data),57(@HSI-R-Turbo-AE),123, , ,GE-1-1, , , , , , ,889812,N,Y,Y,Y,Y,
Cave In Rock, , ,3(@AE Data),53(@HSI-LITE-AE),311, , ,GE-1-1, , , , , , ,594151,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),1612, , ,GE-1-1, , , , , , ,CXNK00079806,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),55(@HSI-R-Pro-AE),330, , ,GE-1-1, , , , , , ,728075,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),53(@HSI-LITE-AE),319, , ,GE-1-1, , , , , , ,317852,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),55(@HSI-R-Pro-AE),806, , ,GE-1-1, , , , , , ,CXNK0008E7F2,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),1820, , ,GE-1-1, , , , , , ,991971,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),1315, , ,GE-1-1, , , , , , ,463498,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),57(@HSI-R-Turbo-AE),233, , ,GE-1-1, , , , , , ,958360,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),1821, , ,GE-1-1, , , , , , ,183227,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),57(@HSI-R-Turbo-AE),838, , ,GE-1-1, , , , , , ,351444,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),1206, , ,GE-1-1, , , , , , ,631731,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),1809, , ,GE-1-1, , , , , , ,574892,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),55(@HSI-R-Pro-AE),834, , ,GE-1-1, , , , , , ,989172,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),57(@HSI-R-Turbo-AE),724, , ,GE-1-1, , , , , , ,783231,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),53(@HSI-LITE-AE),1313, , ,GE-1-1, , , , , , ,CXNK000798DD,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),55(@HSI-R-Pro-AE),223, , ,GE-1-1, , , , , , ,814622,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),718, , ,GE-1-1, , , , , , ,CXNK00079671,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),55(@HSI-R-Pro-AE),205, , ,GE-1-1, , , , , , ,299831,N,Y,Y,Y,Y,
